"filename", "language", "JSON", "Markdown", "CSS", "JavaScript JSX", "HTML", "JavaScript", "XML", "comment", "blank", "total"
"c:\Users\Gonzalo\Desktop\Aguas Claras\frontend\src\views\modals\createModals\modalUploadFileForm\modalUploadFileForm.jsx", "JavaScript JSX", 0, 0, 0, 16, 0, 0, 0, 0, 4, 20
"c:\Users\Gonzalo\Desktop\Aguas Claras\frontend\src\views\modals\editModals\modalEditAccountForm\modalEditAccountForm.jsx", "JavaScript JSX", 0, 0, 0, 16, 0, 0, 0, 0, 3, 19
"c:\Users\Gonzalo\Desktop\Aguas Claras\frontend\src\views\modals\editModals\modalEditAccountTypeForm\modalEditAcountTypeForm.jsx", "JavaScript JSX", 0, 0, 0, 16, 0, 0, 0, 0, 3, 19
"c:\Users\Gonzalo\Desktop\Aguas Claras\frontend\src\views\modals\editModals\modalEditBrandForm\modalEditBrandForm.jsx", "JavaScript JSX", 0, 0, 0, 16, 0, 0, 0, 0, 3, 19
"c:\Users\Gonzalo\Desktop\Aguas Claras\frontend\src\views\modals\editModals\modalEditCategoryForm\modalEditCategory.jsx", "JavaScript JSX", 0, 0, 0, 16, 0, 0, 0, 0, 3, 19
"c:\Users\Gonzalo\Desktop\Aguas Claras\frontend\src\views\modals\editModals\modalEditClientForm\modalEditClientForm.jsx", "JavaScript JSX", 0, 0, 0, 17, 0, 0, 0, 0, 3, 20
"c:\Users\Gonzalo\Desktop\Aguas Claras\frontend\src\views\modals\editModals\modalEditDepositForm\modalEditDepositForm.jsx", "JavaScript JSX", 0, 0, 0, 17, 0, 0, 0, 0, 3, 20
"c:\Users\Gonzalo\Desktop\Aguas Claras\frontend\src\views\modals\editModals\modalEditDispatcherForm\modalEditDispatcherForm.jsx", "JavaScript JSX", 0, 0, 0, 17, 0, 0, 0, 0, 3, 20
"c:\Users\Gonzalo\Desktop\Aguas Claras\frontend\src\views\modals\editModals\modalEditMesureForm\modalEditMesureForm.jsx", "JavaScript JSX", 0, 0, 0, 16, 0, 0, 0, 0, 3, 19
"c:\Users\Gonzalo\Desktop\Aguas Claras\frontend\src\views\modals\editModals\modalEditOfferForm\modalEditOfferForm.jsx", "JavaScript JSX", 0, 0, 0, 17, 0, 0, 0, 0, 3, 20
"c:\Users\Gonzalo\Desktop\Aguas Claras\frontend\src\views\modals\editModals\modalEditPersonForm\modalEditPersonForm.jsx", "JavaScript JSX", 0, 0, 0, 16, 0, 0, 0, 0, 3, 19
"c:\Users\Gonzalo\Desktop\Aguas Claras\frontend\src\views\modals\editModals\modalEditProductForm\modalEditProductForm.jsx", "JavaScript JSX", 0, 0, 0, 17, 0, 0, 0, 0, 3, 20
"c:\Users\Gonzalo\Desktop\Aguas Claras\frontend\src\views\modals\editModals\modalEditUbicationForm\modalEditUbicationForm.jsx", "JavaScript JSX", 0, 0, 0, 16, 0, 0, 0, 0, 3, 19
"c:\Users\Gonzalo\Desktop\Aguas Claras\frontend\src\views\modals\editModals\modalEditUserForm\modalEditUserForm.jsx", "JavaScript JSX", 0, 0, 0, 17, 0, 0, 0, 0, 2, 19
"c:\Users\Gonzalo\Desktop\Aguas Claras\frontend\src\views\modals\editModals\modalEditUserRolForm\modalEditUserRolForm.jsx", "JavaScript JSX", 0, 0, 0, 16, 0, 0, 0, 0, 3, 19
"c:\Users\Gonzalo\Desktop\Aguas Claras\frontend\src\views\modals\editModals\modalSupplierForm\modalSupllierForm.jsx", "JavaScript JSX", 0, 0, 0, 17, 0, 0, 0, 0, 3, 20
"c:\Users\Gonzalo\Desktop\Aguas Claras\frontend\src\views\movements\movements.jsx", "JavaScript JSX", 0, 0, 0, 95, 0, 0, 0, 4, 8, 107
"c:\Users\Gonzalo\Desktop\Aguas Claras\frontend\src\views\movements\movements.module.css", "CSS", 0, 0, 55, 0, 0, 0, 0, 0, 9, 64
"c:\Users\Gonzalo\Desktop\Aguas Claras\frontend\src\views\newPurchase\newPurchase.jsx", "JavaScript JSX", 0, 0, 0, 9, 0, 0, 0, 0, 3, 12
"c:\Users\Gonzalo\Desktop\Aguas Claras\frontend\src\views\newPurchase\newPurchase.module.css", "CSS", 0, 0, 7, 0, 0, 0, 0, 0, 0, 7
"c:\Users\Gonzalo\Desktop\Aguas Claras\frontend\src\views\newSale\newSale.jsx", "JavaScript JSX", 0, 0, 0, 9, 0, 0, 0, 0, 3, 12
"c:\Users\Gonzalo\Desktop\Aguas Claras\frontend\src\views\newSale\newSale.module.css", "CSS", 0, 0, 7, 0, 0, 0, 0, 0, 0, 7
"c:\Users\Gonzalo\Desktop\Aguas Claras\frontend\src\views\newSetting\newSetting.jsx", "JavaScript JSX", 0, 0, 0, 9, 0, 0, 0, 0, 3, 12
"c:\Users\Gonzalo\Desktop\Aguas Claras\frontend\src\views\newSetting\newSetting.module.css", "CSS", 0, 0, 7, 0, 0, 0, 0, 0, 0, 7
"c:\Users\Gonzalo\Desktop\Aguas Claras\frontend\src\views\newTransfer\newTransfer.jsx", "JavaScript JSX", 0, 0, 0, 9, 0, 0, 0, 0, 3, 12
"c:\Users\Gonzalo\Desktop\Aguas Claras\frontend\src\views\newTransfer\newTransfer.module.css", "CSS", 0, 0, 7, 0, 0, 0, 0, 0, 0, 7
"c:\Users\Gonzalo\Desktop\Aguas Claras\frontend\src\views\nomenclatorsPanel\nomenclatorsPanel.jsx", "JavaScript JSX", 0, 0, 0, 65, 0, 0, 0, 0, 2, 67
"c:\Users\Gonzalo\Desktop\Aguas Claras\frontend\src\views\nomenclatorsPanel\nomenclatorsPanel.module.css", "CSS", 0, 0, 11, 0, 0, 0, 0, 0, 3, 14
"c:\Users\Gonzalo\Desktop\Aguas Claras\frontend\src\views\offers\offers.jsx", "JavaScript JSX", 0, 0, 0, 133, 0, 0, 0, 0, 8, 141
"c:\Users\Gonzalo\Desktop\Aguas Claras\frontend\src\views\offers\offers.module.css", "CSS", 0, 0, 55, 0, 0, 0, 0, 0, 9, 64
"c:\Users\Gonzalo\Desktop\Aguas Claras\frontend\src\views\persons\persons.jsx", "JavaScript JSX", 0, 0, 0, 70, 0, 0, 0, 0, 7, 77
"c:\Users\Gonzalo\Desktop\Aguas Claras\frontend\src\views\persons\persons.module.css", "CSS", 0, 0, 47, 0, 0, 0, 0, 0, 7, 54
"c:\Users\Gonzalo\Desktop\Aguas Claras\frontend\src\views\productCards\productsCards.jsx", "JavaScript JSX", 0, 0, 0, 79, 0, 0, 0, 0, 10, 89
"c:\Users\Gonzalo\Desktop\Aguas Claras\frontend\src\views\productCards\productsCards.module.css", "CSS", 0, 0, 44, 0, 0, 0, 0, 0, 5, 49
"c:\Users\Gonzalo\Desktop\Aguas Claras\frontend\src\views\productDetail\productDetail.jsx", "JavaScript JSX", 0, 0, 0, 58, 0, 0, 0, 0, 6, 64
"c:\Users\Gonzalo\Desktop\Aguas Claras\frontend\src\views\productDetail\productDetail.module.css", "CSS", 0, 0, 23, 0, 0, 0, 0, 0, 3, 26
"c:\Users\Gonzalo\Desktop\Aguas Claras\frontend\src\views\productsTable\productsTable.jsx", "JavaScript JSX", 0, 0, 0, 118, 0, 0, 0, 0, 9, 127
"c:\Users\Gonzalo\Desktop\Aguas Claras\frontend\src\views\productsTable\productsTable.module.css", "CSS", 0, 0, 47, 0, 0, 0, 0, 0, 8, 55
"c:\Users\Gonzalo\Desktop\Aguas Claras\frontend\src\views\purchases\purchases.jsx", "JavaScript JSX", 0, 0, 0, 57, 0, 0, 0, 0, 3, 60
"c:\Users\Gonzalo\Desktop\Aguas Claras\frontend\src\views\purchases\purchases.module.css", "CSS", 0, 0, 47, 0, 0, 0, 0, 0, 8, 55
"c:\Users\Gonzalo\Desktop\Aguas Claras\frontend\src\views\saleDetail\saleDetail.module.css", "CSS", 0, 0, 23, 0, 0, 0, 0, 0, 3, 26
"c:\Users\Gonzalo\Desktop\Aguas Claras\frontend\src\views\saleDetail\saleDeteail.jsx", "JavaScript JSX", 0, 0, 0, 31, 0, 0, 0, 1, 4, 36
"c:\Users\Gonzalo\Desktop\Aguas Claras\frontend\src\views\salesInvoice\saleInvoice.module.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Users\Gonzalo\Desktop\Aguas Claras\frontend\src\views\salesInvoice\salesInvoice.jsx", "JavaScript JSX", 0, 0, 0, 5, 0, 0, 0, 0, 0, 5
"c:\Users\Gonzalo\Desktop\Aguas Claras\frontend\src\views\suppliers\suppliers.jsx", "JavaScript JSX", 0, 0, 0, 83, 0, 0, 0, 0, 8, 91
"c:\Users\Gonzalo\Desktop\Aguas Claras\frontend\src\views\suppliers\suppliers.module.css", "CSS", 0, 0, 47, 0, 0, 0, 0, 0, 8, 55
"c:\Users\Gonzalo\Desktop\Aguas Claras\frontend\src\views\users\users.jsx", "JavaScript JSX", 0, 0, 0, 87, 0, 0, 0, 0, 10, 97
"c:\Users\Gonzalo\Desktop\Aguas Claras\frontend\src\views\users\users.module.css", "CSS", 0, 0, 47, 0, 0, 0, 0, 0, 8, 55
"Total", "-", 18789, 38, 1347, 7238, 32, 1754, 1, 56, 1207, 30462
